video_id,trending_date,title,channel_title,category_id,publish_date,time_frame,published_day_of_week,publish_country,views,likes,dislikes,comment_count
duRDizP0gHQ,17.17.11,Bob Saget Hiccups Uncontrollably While Eating Spicy Wings | Hot Ones,First We Feast,26,16-11-17,16:00 to 16:59,Thursday,AU,501670,28309,422,4084
0O2IAz1E9Ts,17.17.11,Miranda Sings Hijacks a Stranger's Tinder | Vanity Fair,Vanity Fair,24,16-11-17,17:00 to 17:59,Thursday,US,334497,12594,622,588
TyHvyGVs42U,17.17.11,"Luis Fonsi, Demi Lovato - Ãƒâ€°chame La Culpa",LuisFonsiVEVO,10,17-11-17,5:00 to 5:59,Friday,JP,499946,135292,3528,12094
16W7c0mb-rE,17.17.11,Emergence Ã¢â‚¬â€œ How Stupid Things Become Smart Together,Kurzgesagt Ã¢â‚¬â€œ In a Nutshell,27,16-11-17,15:00 to 15:59,Thursday,GB,1164713,88541,742,6750
nRafaCcfrcI,17.17.11,73 Questions With Liza Koshy | Vogue,Vogue,24,16-11-17,13:00 to 13:59,Thursday,GB,2935330,281095,2679,16009
t1shnJT8NCY,17.17.11,"We Can All Do Better Than Roy Moore | November 15, 2017 Act 1 | Full Frontal on TBS",Full Frontal with Samantha Bee,22,16-11-17,7:00 to 7:59,Thursday,CA,397983,5666,1682,1306
ixxR3ZoqnF0,17.17.11,BTS (Ã«Â°Â©Ã­Æ’â€žÃ¬â€ Å’Ã«â€¦â€žÃ«â€¹Â¨) 'MIC Drop (Steve Aoki Remix)' Official Teaser,ibighit,10,16-11-17,15:00 to 15:59,Thursday,CA,3483755,789750,2840,72376
lJFqvRwOiis,17.17.11,Walking while black,Vox,25,16-11-17,12:00 to 12:59,Thursday,GB,505886,23207,5375,7030
9PhM-zCmTFs,17.17.11,DIY - Simon's Cat  | NEW BLACK & WHITE!,Simon's Cat,15,16-11-17,15:00 to 15:59,Thursday,AU,178977,14355,87,429
vKbyfdJXoDg,17.17.11,Jordan Peele Crashed A 'Get Out' College Course,The Late Show with Stephen Colbert,24,16-11-17,8:00 to 8:59,Thursday,JP,406769,6593,397,1253
Lxet1zLBTM8,17.17.11,Top 5 OnePlus 5T Features!,Marques Brownlee,28,16-11-17,17:00 to 17:59,Thursday,IN,1117997,50946,760,5525
TWpt-ze_cYU,17.17.11,"You, but in emojis. (YIAY #375)",jacksfilms,23,15-11-17,20:00 to 20:59,Wednesday,CA,1117510,61075,463,64506
hpapqEeb36k,17.17.11,Pumpkin Pie - You Suck at Cooking (episode 68),You Suck At Cooking,26,15-11-17,14:00 to 14:59,Wednesday,JP,677167,31301,747,1690
EEIP1YpFXrE,17.17.11,Our First Date,iHasCupquake,20,15-11-17,20:00 to 20:59,Wednesday,AU,463992,25840,509,3708
Nz0qoOgyWSQ,17.17.11,"The Talk - Eve Reacts to Nicki Minaj's Racy Magazine Cover, 'I just don't think it's right'",The Talk,24,15-11-17,21:00 to 21:59,Wednesday,GB,228846,1326,501,1166
l3xmc0pzzJI,17.17.11,I Tried Period Yoga Pants,Safiya Nygaard,22,15-11-17,23:00 to 23:59,Wednesday,US,1276326,70960,811,4293
eDelIZDzmwQ,17.17.11,Blake Shelton Is Milking His Title of Sexiest Man Alive,TheEllenShow,24,16-11-17,14:00 to 14:59,Thursday,AU,340348,5474,372,653
t1Liix4gi7k,17.17.11,Gigi Hadid Gives Jimmy the Only Men's Pair of Her EyeLoveMore Mules,The Tonight Show Starring Jimmy Fallon,23,16-11-17,5:00 to 5:59,Thursday,BR,1035804,18816,737,1133
DhwwTxTh5To,17.17.11,Is the Surface Book 2 a MacBook Pro Killer?,Austin Evans,28,16-11-17,14:00 to 14:59,Thursday,BR,270859,11492,576,1715
mZpGOQ7tBKE,17.17.11,Google Pixel Buds review,The Verge,28,16-11-17,13:00 to 13:59,Thursday,US,218153,5155,308,655
CziCidR4KcY,17.17.11,Mariah Carey - The Star,MariahCareyVEVO,10,16-11-17,11:00 to 11:59,Thursday,JP,177348,18022,507,3143
FHl0nIdbiLA,17.17.11,The Problem with Lab Mice,CollegeHumor,23,15-11-17,18:00 to 18:59,Wednesday,GB,655161,21013,2563,2671
cmoknv58jjE,17.17.11,FLIPPING OVER SUPERCAR! *GONE VERY WRONG*,Tanner Braungardt,22,14-11-17,21:00 to 21:59,Tuesday,BR,2128788,61484,7800,9079
MMGrzOu1amQ,17.17.11,HOLO CAPPUCCINO | DIY Diamond Cappuccino test (maybe don't drink this?),Simply Nailogical,24,15-11-17,23:00 to 23:59,Wednesday,BR,1693011,84669,810,14183
8KT1UCsOE74,17.17.11,Justice League - Movie Review,Chris Stuckmann,24,15-11-17,9:00 to 9:59,Wednesday,CA,816696,29135,1267,8648
cxMvzK2OQTw,17.17.11,Cards Against Humanity Saves America,Cards Against Humanity,23,14-11-17,16:00 to 16:59,Tuesday,US,1223069,23939,8061,6518
U5sCjnezw4o,17.17.11,Jaylen Brown delivers emotional press conference after losing his best friend | Boston Celtics,MassLive,25,17-11-17,4:00 to 4:59,Friday,JP,5938,108,3,21
0gwkMY-mzUQ,17.17.11,Demi Lovato & Luis Fonsi - Echame La Culpa (Teaser),Demi Lovato,24,15-11-17,20:00 to 20:59,Wednesday,JP,531746,32749,642,1731
mjBIsBPG1N8,17.17.11,Every Snack I'm Packing for the Victoria's Secret Fashion Show | Karlie Kloss,Klossy,22,16-11-17,15:00 to 15:59,Thursday,GB,76491,3849,95,217
oMupq6zB1Tc,17.17.11,Should Hillary Clinton Be Impeached?,Jimmy Kimmel Live,24,15-11-17,8:00 to 8:59,Wednesday,GB,769769,6133,1124,2837
dUMH6DVYskc,17.17.11,Ten-Year-Old's Face Unlocks Face ID on His Mom's iPhone X,Attaullah Malik,28,14-11-17,12:00 to 12:59,Tuesday,GB,1828753,10814,5339,4793
jG1JY0rt2Os,17.17.11,Fall Out Boy - HOLD ME TIGHT OR DONÃ¢â‚¬â„¢T,FallOutBoyVEVO,10,15-11-17,5:00 to 5:59,Wednesday,JP,1884763,135815,3303,12752
RrhSJzM8NLE,17.17.11,alt-J - Pleader (Official Video),alt-J,10,15-11-17,13:00 to 13:59,Wednesday,CA,284037,9821,397,708
YvfYK0EEhK4,17.17.11,Brent Pella - Why You Shouldn't Fly on Spirit Airlines,Brent Pella,23,14-11-17,15:00 to 15:59,Tuesday,CA,1333817,35950,2080,1611
Y2-JjnW3w2g,17.17.11,"Who Matt Reeves Wants As Batman, Is Basmati Blues Culturally Insensitive? The John Campe Show",John Campea,24,16-11-17,16:00 to 16:59,Thursday,JP,39504,1389,92,696
PHWAZNkqwN4,17.17.11,bjÃƒÂ¶rk: blissing me,BjÃƒÂ¶rk,10,16-11-17,10:00 to 10:59,Thursday,CA,81947,8184,146,922
UuCq8mtK8J4,17.17.11,"DJ Snake, Lauv - A Different Way",DJSnakeVEVO,10,16-11-17,5:00 to 5:59,Thursday,BR,673010,58902,786,2901
Mn-3c6of8t8,17.17.11,How to be an Aquarius,Sailor J,24,15-11-17,13:00 to 13:59,Wednesday,IN,88644,5172,453,976
UwdLlnPaRAU,17.17.11,Tony Hawk Answers Skateboarding Questions From Twitter | Tech Support | WIRED,WIRED,17,15-11-17,17:00 to 17:59,Wednesday,AU,420033,14353,147,1071
5UL5wZJPLEg,17.17.11,"Maryse goes overboard prepping for Carmella and Big Cass' arrival: Total Divas, Nov. 15, 2017",WWE,17,16-11-17,3:00 to 3:59,Thursday,US,326709,5340,207,323
k1cA-Wh3Tc0,17.17.11,Peephole Reverser? | 9 Pointless Tech Gadgets!,Matthias,28,15-11-17,0:00 to 0:59,Wednesday,US,736829,18708,794,6460
bAkEd8r7Nnw,17.17.11,Slow Mo Katana Sword - 4K - The Slow Mo Guys,The Slow Mo Guys,24,14-11-17,18:00 to 18:59,Tuesday,IN,3300683,98182,1914,6794
xL_qpDkF5A8,17.17.11,American Crime Story Season 2: The Assassination of Gianni Versace Trailer (HD),TV Promos,24,15-11-17,1:00 to 1:59,Wednesday,US,363095,3657,146,389
9pbCuFxRuqs,17.17.11,The truth about the Apple iPhone X - Review!,Jonathan Morrison,28,16-11-17,2:00 to 2:59,Thursday,GB,516456,21523,1107,2972
ItYOdWRo0JY,17.17.11,Selling My iPhone X To a Machine at Walmart,TechSmartt,28,14-11-17,0:00 to 0:59,Tuesday,GB,3495474,41976,42467,12311
5530I_pYjbo,17.17.11,How I Trained My Cats,JunsKitchen,26,14-11-17,12:00 to 12:59,Tuesday,US,2167114,151277,862,8848
hXcoq5XDwyA,17.17.11,Playing CUPHEAD with MatPat!,Butch Hartman,20,15-11-17,22:00 to 22:59,Wednesday,IN,55460,3871,96,428
ve3oQBjcAGI,17.17.11,Everything Wrong With Wonder Woman In 14 Minutes Or Less,CinemaSins,1,14-11-17,17:00 to 17:59,Tuesday,BR,1716572,46900,2404,10160
C4YNcqNF4hg,17.17.11,Joe Keery Talks About His Famous Hair,Late Night with Seth Meyers,23,15-11-17,12:00 to 12:59,Wednesday,AU,328417,5188,129,299
TN5jzDgORqQ,17.17.11,KUWTK | Kris Jenner Brings Her Personal Scribe to Lunch | E!,E! Entertainment,24,15-11-17,15:00 to 15:59,Wednesday,AU,325333,2750,307,383
i9EyFghIt5o,17.17.11,How Climate Scientists Predict the Future,SciShow,27,15-11-17,22:00 to 22:59,Wednesday,IN,116732,5023,314,1086
4SANXNco_y4,17.17.11,Dashboard Confessional: We Fight (Official Audio),Fueled By Ramen,10,15-11-17,17:00 to 17:59,Wednesday,GB,82048,3539,144,347
PGWBA_OzCE4,17.17.11,Deadpool 2 Teaser Released - Movie Talk,ColliderVideos,24,15-11-17,18:00 to 18:59,Wednesday,GB,59190,2001,86,527
uN9zBcweN4M,17.17.11,NBA Countdown debates if Ben Simmons is the best all-around rookie ever | NBA Countdown | ESPN,ESPN,17,16-11-17,3:00 to 3:59,Thursday,JP,113926,1026,37,333
Mmkf4zYlW4E,17.17.11,Runners by DANakaDAN (Official Music Video) | Wong Fu Presents,Wong Fu Productions,24,16-11-17,0:00 to 0:59,Thursday,US,82415,4468,70,354
9SK1I0V6U5c,17.17.11,Lie Detector | Anwar Jibawi,Anwar Jibawi,23,14-11-17,18:00 to 18:59,Tuesday,US,1843479,91834,1030,5441
L9eFkmjIIWA,17.17.11,The Romantic Lure of Moonlight,It's Okay To Be Smart,27,15-11-17,16:00 to 16:59,Wednesday,AU,76475,4208,44,284
mcqWcLDUeag,17.17.11,Kim Kardashian Explains Her Family's Rumor Control Rule,Movie Munchies,24,15-11-17,10:00 to 10:59,Wednesday,BR,100908,314,190,80
#NAME?,17.17.11,24 Facts about Koalas - mental_floss List Show Ep. 522,Mental Floss,27,15-11-17,16:00 to 16:59,Wednesday,US,30569,1184,14,130
YjBB89qsupM,17.17.11,Diplo - Get It Right (Feat. MÃƒËœ) (Official Lyric Video),Major Lazer,10,15-11-17,18:00 to 18:59,Wednesday,JP,360001,28058,385,942
eQVhAN7-IAw,17.17.11,The Making of a Song: Ã¢â‚¬Å“DelicateÃ¢â‚¬Â Ã¢â‚¬â€œ watch more on Taylor Swift NOW,Taylor Swift,10,15-11-17,3:00 to 3:59,Wednesday,BR,615712,38795,594,2446
UC34HrZhfPM,17.17.11,"Kyle Kuzma Full Highlights 2017.11.15 vs 76ers - 24 Pts, 7 Rebs!",FreeDawkins,17,16-11-17,6:00 to 6:59,Thursday,IN,23429,365,10,188
4ftGS_6i7mM,17.17.11,Bill Belichick Addresses the Midshipmen | A SEASON WITH NAVY FOOTBALL | SHOWTIME,SHOWTIME Sports,17,15-11-17,16:00 to 16:59,Wednesday,CA,26922,111,14,38
IKuKZIISPE0,17.17.11,Behind The Curtain - OFFICIAL TRAILER,todrickhall,24,15-11-17,17:00 to 17:59,Wednesday,US,69199,4237,15,220
CtBca6H6Teg,17.17.11,Honest Trailers - Batman Forever,Screen Junkies,1,14-11-17,18:00 to 18:59,Tuesday,GB,1351046,33595,496,4344
pcWKpGzhgq4,17.17.11,Jason Momoa Shows Off His Aquaman Quindent | The Graham Norton Show,The Graham Norton Show,24,14-11-17,12:00 to 12:59,Tuesday,IN,647820,8122,168,530
svZScJMh4Pg,17.17.11,Dua Lipa - Golden Slumbers,Dua Lipa,10,16-11-17,17:00 to 17:59,Thursday,AU,276231,30255,412,2293
KOUxLhYVgGw,17.17.11,RosÃƒÂ© Facial in New York City,INSIDER,26,16-11-17,20:00 to 20:59,Thursday,BR,6582,174,8,22
g0K5QoEj7FQ,17.17.11,Does Gwen Stefani Know If Blake Shelton Is People's Sexiest Man Alive? | Access Hollywood,Access Hollywood,24,14-11-17,22:00 to 22:59,Tuesday,BR,52292,204,148,120
qDAxDcjgn-8,17.17.11,Taylor Swift - Reputation ALBUM REVIEW,theneedledrop,10,14-11-17,23:00 to 23:59,Tuesday,BR,253763,10327,691,2552
9WT7NU3Rwr0,17.17.11,"Ben Simmons | Highlights vs Lakers (10.15.17) 18 Pts, 10 Asts, 9 Rebs, 5 Stl, 1 Blk",Philadelphia 76ers,17,16-11-17,6:00 to 6:59,Thursday,IN,12831,86,5,35
vZzIS17HexE,17.17.11,Taylor Swift Instagram Story - Target 11/14/17,reputationswift,24,15-11-17,3:00 to 3:59,Wednesday,AU,38818,370,112,95
upEIZAihcwo,17.17.11,Devin Booker has words with Lakers assistant Jesse Mermuys,NBA Highlights Ã‚Â· YouTube,17,15-11-17,17:00 to 17:59,Wednesday,JP,19800,10,102,17
p2EY93WfBQk,17.17.11,Is the Morphe 3502 Palette Worth the Hype? | Jackie Aina,Jackie Aina,26,14-11-17,21:00 to 21:59,Tuesday,JP,322642,25373,537,2414
9kF9xY74h-E,17.17.11,Spilling Tea About Each Other!!,Dolan Twins,23,14-11-17,21:00 to 21:59,Tuesday,IN,1383687,159600,682,8793
Qj7DVNDb7To,17.17.11,Weird Things YOU DID As A Child (DON'T DENY),Jessii Vee,23,15-11-17,22:00 to 22:59,Wednesday,JP,77486,5189,60,3194
L3br0klRqF4,17.17.11,Watch live: Sessions testifies to the House Judiciary Committee,Washington Post,25,14-11-17,21:00 to 21:59,Tuesday,BR,157973,681,337,546
Jidk0O6uu-0,17.17.11,Granulated Sugar From Honey,Cody'sLab Backup,22,15-11-17,7:00 to 7:59,Wednesday,CA,65197,4287,36,396
Y9nDagqKL7Q,17.17.11,venting online about a hard part in a video game,ProZD,1,13-11-17,20:00 to 20:59,Monday,JP,575434,29299,514,1749
0ANDjPQPS_Q,17.17.11,Ã¢â„¢Â¡ SILVER PLAYBUTTON UNBOXING (and making it cute) Ã¢â„¢Â¡,Pixielocks,26,15-11-17,15:00 to 15:59,Wednesday,JP,24416,2738,83,479
6j-s9E3dRQ0,17.17.11,F The Prom (2017) | Official Trailer HD,The Orchard Movies,24,14-11-17,23:00 to 23:59,Tuesday,CA,378984,7464,299,359
E_86MEdNsAI,17.17.11,DISNEY SENT MICKEY MOUSE TO MY HOUSE!,Brian Hull,24,14-11-17,19:00 to 19:59,Tuesday,GB,101742,6282,89,797
ENr6CXm1YxU,17.17.11,Rachel Platten - Whole Heart (Audio),RachelPlattenVEVO,10,15-11-17,8:00 to 8:59,Wednesday,CA,54697,1693,65,79
2kyS6SvSYSE,17.17.11,WE WANT TO TALK ABOUT OUR MARRIAGE,CaseyNeistat,22,13-11-17,17:00 to 17:59,Monday,GB,2400741,92831,7687,21714
DbJ2s_g1oDc,17.17.11,10 LIFE HACKS YOU NEED TO KNOW with TEENS (REACT),REACT,24,13-11-17,20:00 to 20:59,Monday,AU,962308,22111,1219,2928
dnA3Cd5xG5A,17.17.11,How Maybelline Mascara Is Made | How Stuff Is Made | Refinery29,Refinery29,26,15-11-17,16:00 to 16:59,Wednesday,CA,22383,921,26,78
gHZ1Qz0KiKM,17.17.11,2 Weeks with iPhone X,iJustine,28,13-11-17,19:00 to 19:59,Monday,IN,914680,21174,2586,3064
1ZAPwfrtAFY,17.17.11,The Trump Presidency: Last Week Tonight with John Oliver (HBO),LastWeekTonight,24,13-11-17,7:00 to 7:59,Monday,JP,5392036,142006,10797,18930
LduRwIc7eBA,17.17.11,Kesha - Learn To Let Go in the Live Lounge,BBCRadio1VEVO,10,15-11-17,18:00 to 18:59,Wednesday,IN,28169,1623,19,113
Cr9oGxr0Qa0,17.17.11,Making Sandals with Zip-Ties and a Laser,William Osman,28,14-11-17,14:00 to 14:59,Tuesday,JP,162006,7229,97,886
l4bAoNAx2uo,17.17.11,American Things Europeans Find Weird,The Infographics Show,27,13-11-17,17:00 to 17:59,Monday,US,650799,12694,1946,6656
VSVXhc5LlII,17.17.11,"The Crazy 5,000hp Devel Sixteen is REAL! | FIRST LOOK",Shmee150,2,14-11-17,18:00 to 18:59,Tuesday,BR,298744,5906,444,1502
rRsstfoKQeo,17.17.11,Roomba Rodeo,RM Videos,23,14-11-17,16:00 to 16:59,Tuesday,AU,12858,37,1,5
FEjZiCPuvqQ,17.17.11,A New Hybrid Cat Arrives,Big Cat Rescue,15,14-11-17,15:00 to 15:59,Tuesday,GB,34968,1834,27,317
yxFdue1dCtE,17.17.11,NBA Daily Show: Nov. 14 - The Starters,NBA,17,15-11-17,1:00 to 1:59,Wednesday,GB,137518,1990,70,304
I-5CODzeGEE,17.17.11,The Last Jedi Bingo,Jenny Nicholson,1,14-11-17,8:00 to 8:59,Tuesday,CA,66349,4544,87,887
YVfyYrEmzgM,17.17.11,How does your body know you're full? - Hilary Coller,TED-Ed,27,13-11-17,16:00 to 16:59,Monday,AU,356406,11637,120,699
5E4ZBSInqUU,17.17.11,Marshmello - Blocks (Official Music Video),marshmello,10,13-11-17,17:00 to 17:59,Monday,JP,3228511,204840,3983,12937
R9c-_neaxeU,17.17.11,MENACE: the pile of matchboxes which can learn,standupmaths,24,14-11-17,16:00 to 16:59,Tuesday,AU,113820,5562,50,593
jGiqc3HSxEg,17.17.11,A Study of So Bad It's Good Movies,Now You See It,27,13-11-17,15:00 to 15:59,Monday,GB,244538,12392,236,598
yZGSIpcAfEo,17.17.11,Willie Reed and Joel Embiid FightÃ¯Â¼ÂEmbiid saying HE CANT FUCKIN GUARD ME!,DunkFest,17,14-11-17,4:00 to 4:59,Tuesday,IN,80687,197,30,53
VonJ4ASDO40,17.17.11,Remy Ma is on Top of the World,Wendy Williams,24,13-11-17,18:00 to 18:59,Monday,AU,492640,10058,744,2481
NfLVVJOuY5M,17.17.11,Stunning MTB masterclass: Matt Jones | Frames Of Mind,Red Bull,17,14-11-17,16:00 to 16:59,Tuesday,CA,167484,10718,37,440
puqaWrEC7tY,17.17.11,Nickelback Lyrics: Real or Fake?,Good Mythical Morning,24,13-11-17,11:00 to 11:59,Monday,IN,863397,16213,1337,2913
vU14JY3x81A,17.17.11,How Can You Control Your Dreams?,Life Noggin,27,13-11-17,14:00 to 14:59,Monday,US,467678,18528,219,5726
zZ9FciUx6gs,17.17.11,Nickelback - The Betrayal Act III [Official Video],Nickelback,10,13-11-17,15:00 to 15:59,Monday,US,340068,14253,719,1174
Hq89wYzOjfs,17.17.11,Amazon CEO Jeff Bezos and brother Mark give a rare interview about growing up and secrets to success,Summit,27,14-11-17,17:00 to 17:59,Tuesday,US,16017,206,16,0
5qpjK5DgCt4,17.17.11,"Racist Superman | Rudy Mancuso, King Bach & Lele Pons",Rudy Mancuso,23,12-11-17,19:00 to 19:59,Sunday,IN,4737269,175762,7017,9557
iyrefjMs64k,17.17.11,Inside Danica Roem's Historic Victory,VICE,24,14-11-17,16:00 to 16:59,Tuesday,GB,39122,1572,629,949
zxUwbflE1SY,17.17.11,100 People Hold Their Breath for as Long as They Can,Cut,24,13-11-17,13:00 to 13:59,Monday,BR,214925,5591,145,1281
GKUE2U2qlzY,17.17.11,JordanÃ¢â‚¬â€¹ andÃ¢â‚¬â€¹ Ã¢â‚¬â€¹LindsayÃ¢â‚¬â„¢s - Iconic Dance - Dancing with the Stars,Dancing With The Stars,24,14-11-17,3:00 to 3:59,Tuesday,IN,240124,4288,58,438
PaJCFHXcWmM,17.17.11,U2 - The Blackout,U2VEVO,10,13-11-17,17:00 to 17:59,Monday,BR,310812,10079,398,5112
MKLlDnUqho4,17.17.11,Dead Beat Sirah ft. Skrillex (official video),SIRAH,10,14-11-17,16:00 to 16:59,Tuesday,US,34262,2023,71,299
lZ68j2J_GOM,17.17.11,Using Other People's Showers,Gus Johnson,23,13-11-17,14:00 to 14:59,Monday,AU,143522,8593,241,349
MltuW2kcREI,17.17.11,funfetti is extremely fun,emma chamberlain,24,14-11-17,20:00 to 20:59,Tuesday,CA,189155,16242,141,2204
VifQlJit6A0,17.17.11,(SPOILERS) 'Shiva Saves the Day' Talked About Scene Ep. 804 | The Walking Dead,amc,24,13-11-17,3:00 to 3:59,Monday,US,224207,2366,570,1919
d380meD0W0M,17.17.11,I Dare You: GOING BALD!?,nigahiga,24,12-11-17,18:00 to 18:59,Sunday,CA,2656622,149105,2339,19644
N0tmF4j4K6g,17.17.11,What Does It Take To Be A Blue Planet II Cameraman? #OurBluePlanet - BBC Earth,BBC Earth,15,15-11-17,10:00 to 10:59,Wednesday,AU,39490,1932,14,159
U0hAC8O7RoI,17.17.11,"I TOOK THE $3,000,000 LAMBO TO CARMAX! They offered me......",hp_overload,2,13-11-17,1:00 to 1:59,Monday,CA,952966,28677,3540,2497
nc99ccSXST0,17.17.11,5 Ice Cream Gadgets put to the Test,CrazyRussianHacker,28,12-11-17,21:00 to 21:59,Sunday,GB,1194113,28200,1111,2582
_-aDHxoblr4,17.17.11,Is It Dangerous To Talk To A Camera While Driving?,Tom Scott,27,13-11-17,16:00 to 16:59,Monday,GB,327639,17313,165,1401
F388-6yDDpc,17.17.11,Cowboys vs. Falcons | NFL Week 10 Game Highlights,NFL,17,13-11-17,0:00 to 0:59,Monday,IN,1014512,5954,541,3174
oTObwUiXdYY,17.17.11,"7.3 Magnitude Earthquake Along Iraq-Iran Border Leaves At Least 400 Dead, 7,200 Injured | TIME",TIME,25,13-11-17,15:00 to 15:59,Monday,CA,32977,146,45,232
eNSN6qet1kE,17.17.11,HomeMade Electric Airplane,PeterSripol,28,13-11-17,15:00 to 15:59,Monday,GB,396661,21839,127,3337
kIUHDwn51y8,17.17.11,Evolution of the Jeep 4x4 Utility Vehicle | Donut Media,Donut Media,2,13-11-17,15:00 to 15:59,Monday,BR,130950,2448,39,503
e_7zHm7GsYc,17.17.11,Hunter Hayes - You Should Be Loved (Part One Of Pictures),Hunter Hayes,10,13-11-17,15:00 to 15:59,Monday,IN,96267,3194,105,129
iIxy3JN3-jc,17.17.11,LeBron James admits he was ripping Phil Jackson and thinks DeShaun Watson should be the Browns qu...,Cleveland Cavaliers on cleveland.com,25,13-11-17,15:00 to 15:59,Monday,AU,86671,280,128,174
TaTleo4cOs8,17.17.11,SHOPPING FOR NEW FISH!!!,The king of DIY,15,12-11-17,18:00 to 18:59,Sunday,JP,296542,8575,328,2018
39idVpFF7NQ,17.17.11,Roy Moore & Jeff Sessions Cold Open - SNL,Saturday Night Live,24,12-11-17,5:00 to 5:59,Sunday,IN,2630503,18741,2999,2810
7oRdswHqaf8,17.17.11,EARL GREY MACARONS- The Scran Line,The Scran Line,26,14-11-17,14:00 to 14:59,Tuesday,IN,33738,1933,36,491
eAyxMv4IBH8,17.17.11,Review of the ION Bottleless Water Cooler,Frank May,23,12-11-17,0:00 to 0:59,Sunday,JP,426359,6418,333,344
kWIzjMWmuYk,17.17.11,UNISEX TRY ON/CLOTHING HAUL & GIVEAWAY!!!,Mark Ferris,23,14-11-17,17:00 to 17:59,Tuesday,BR,50473,5682,39,1634
GgVmn66oK_A,17.17.11,Which Countries Are About To Collapse?,NowThis World,25,12-11-17,14:00 to 14:59,Sunday,JP,759217,9848,1511,3477
kqmhCaF5_44,17.17.11,HANSON - Finally It's Christmas (Official Lyric Video),HANSON,10,14-11-17,16:00 to 16:59,Tuesday,IN,68613,1288,101,142
EJu_wPGFTw0,17.17.11,"Joel Embiid on win over Clippers, scuffle with Willie Reed and using social media | NBA on ESPN",NBA on ESPN,17,14-11-17,15:00 to 15:59,Tuesday,BR,10899,58,4,5
fcVjitaM3LY,17.17.11,78557 and Proth Primes - Numberphile,Numberphile,28,13-11-17,12:00 to 12:59,Monday,US,181539,7193,74,642
lBHPVE3AI6Y,17.17.11,Iran-Iraq border earthquake is deadliest of 2017 - BBC News,BBC News,25,13-11-17,15:00 to 15:59,Monday,CA,108991,430,45,556
ogYum4kWXgk,17.17.11,People Are Awesome & The Pet Collective present: Pets are Awesome!,People are Awesome,24,13-11-17,13:00 to 13:59,Monday,BR,186961,5065,68,222
DVAMKnfrQBk,17.17.11,Aly Raisman On Dr. Larry NassarÃ¢â‚¬â„¢s Medical Treatment: I DidnÃ¢â‚¬â„¢t Know It Was Abuse | Megyn Kelly TODAY,TODAY,25,13-11-17,17:00 to 17:59,Monday,AU,83497,410,28,76
x-uBFJLY8Ow,17.17.11,Designing for Small Batch Low Volume Manufacturing: Vacuum forming,Eric Strebel,26,08-11-17,17:00 to 17:59,Wednesday,US,3591,92,4,14
zNqCVTs38nU,17.17.11,Heidelberg's nifty hook-and-lateral to the left tackle,D3sports.com,17,13-11-17,2:00 to 2:59,Monday,AU,47069,131,77,41
p2hJxyF7mok,17.17.11,New Emirates First Class Suite | Boeing 777 | Emirates,Emirates,19,12-11-17,5:00 to 5:59,Sunday,IN,442407,2742,172,473
ZAQs-ctOqXQ,17.17.11,One Change That Would Make Pacific Rim a Classic,Cracked,23,12-11-17,17:00 to 17:59,Sunday,BR,368795,9519,746,1273
wwZ-T_WQ03A,17.17.11,Rick and Morty: Why Morty Matters,ScreenPrism,1,12-11-17,16:00 to 16:59,Sunday,US,277792,6408,371,591
NZFhMSgbKKM,17.17.11,Dennis Smith Jr. and LeBron James go back and forth,Ben Rohrbach,17,13-11-17,15:00 to 15:59,Monday,AU,22221,83,74,63
hz7ukDjuq4w,17.17.11,What's Inside a Detectives Car?,officer401,24,12-11-17,23:00 to 23:59,Sunday,CA,142010,5190,163,720
qeWvgZLz9yU,17.17.11,A Smart... MUG?! - Take apart a Heated Thermos!,JerryRigEverything,26,13-11-17,16:00 to 16:59,Monday,IN,256761,13909,374,1730
dRpNZV18N_g,17.17.11,SPAGHETTI BURRITO VS SPAGHETTI BURRITO,HellthyJunkFood,24,12-11-17,14:00 to 14:59,Sunday,BR,313133,10118,270,1584
qrPPj3e2M-M,17.17.11,Darth Vader Mask Fail,Auralnauts,23,13-11-17,16:00 to 16:59,Monday,JP,66800,3578,75,351
vWYyZMH_QjA,17.17.11,Casey Neistat made a video about me,Shantell Martin,1,13-11-17,17:00 to 17:59,Monday,US,48179,4603,92,446
6VhU_T463sU,17.17.11,The Making of Hela's Headdress from Thor: Ragnarok,Tested,28,12-11-17,15:00 to 15:59,Sunday,GB,336398,4447,179,265
QiIlcKiREUU,17.17.11,Behind the Aly Raisman interview on 60 Minutes,60 Minutes,25,12-11-17,23:00 to 23:59,Sunday,US,42422,243,8,58
SFdO-19Xdho,17.17.11,Clean Bandit - I Miss You feat. Julia Michaels in the Radio 1 Live Lounge,BBC Radio 1,10,14-11-17,16:00 to 16:59,Tuesday,IN,48864,1941,22,86
Lz7dya576HY,17.17.11,Why a New York Ice Cream Shop is Releasing Ham Ice Cream Ã¢â‚¬â€ The Meat Show,Eater,26,13-11-17,15:00 to 15:59,Monday,BR,34460,620,43,65
qK8AcryiniI,17.17.11,Donald Trump makes ASEAN handshake photo op go awry,Rappler,25,13-11-17,9:00 to 9:59,Monday,JP,64932,39,14,30
CBVGjS_EJok,17.17.11,Amazon Christmas Advert 2017 - Toys & Games,Amazon.co.uk,24,06-11-17,17:00 to 17:59,Monday,BR,106641,230,183,0
