video_id,trending_date,title,channel_title,category_id,publish_date,time_frame,published_day_of_week,publish_country,views,likes,dislikes,comment_count
ijJPFowBsBc,17.17.11,HUGE BEAUTY FAVOURITES! AUTUMN LOVES!,EstÃƒÂ©e Lalonde,22,12-11-17,17:00 to 17:59,Sunday,BR,141308,4455,169,327
JwboxqDylgg,17.17.11,"Canada Soccer's Women's National Team v USA International Friendly LIVE from Avaya Stadium, San Jose",Canada Soccer,17,13-11-17,5:00 to 5:59,Monday,BR,43426,309,33,47
dQvIbulWCM4,17.17.11,Celebrities on Thanksgiving 2017!,Niki and Gabi,23,12-11-17,23:00 to 23:59,Sunday,IN,900779,47602,1876,3796
VJlSq6h0LNg,17.17.11,HOL HD: Mike Riley Monday Press Conference,Gregg Peterson,17,13-11-17,18:00 to 18:59,Monday,CA,6993,20,58,53
n1WpP7iowLc,17.17.11,Eminem - Walk On Water (Audio) ft. BeyoncÃƒÂ©,EminemVEVO,10,10-11-17,17:00 to 17:59,Friday,GB,24578152,891282,51977,125444
KLZl_sxSN_g,17.17.11,WWSB Channel 7:   Sarasota Police stepping up pedestrian and bicyclist safety enforcement,Sarasota Police Department,25,08-11-17,19:00 to 19:59,Wednesday,AU,1431,4,0,0
qooQd8AA7_M,17.17.11,"Camila Cabello, Daddy Yankee - Havana (Remix - Audio)",CamilaCabelloVEVO,10,12-11-17,5:00 to 5:59,Sunday,JP,7095077,438470,6754,29178
n30k5CwLhS4,17.17.11,Nick Andopolis: Drummer,FaeryInLoveInc,1,29-05-11,17:00 to 17:59,Sunday,GB,58689,831,253,306
0mlNzVSJrT0,17.17.11,Me-O Cats Commercial,Nobrand,22,21-04-17,6:00 to 6:59,Friday,AU,122634,2908,210,595
PABlVzeldaM,17.17.11,U.S. Navy Three Carrier Formation in Western Pacific Ocean,U.S. Navy,25,12-11-17,13:00 to 13:59,Sunday,AU,256760,782,98,793
sH0Agabp3Rs,17.17.11,Lord of the Rings TV Series Lands At Amazon & Will Explore New Stories,Hybrid Network,24,13-11-17,19:00 to 19:59,Monday,GB,8993,292,5,162
1WDj0DddCcM,17.17.11,WATCH: Sen. Mitch McConnell on tax reform,WLKY News Louisville,25,13-11-17,16:00 to 16:59,Monday,IN,6801,11,35,16
QKwgif8OW1w,17.17.11,Vostok Brompton Beach Ride,Vostok.bike,19,21-10-17,15:00 to 15:59,Saturday,GB,1204,7,0,2
bqgVB6Vl-lI,17.17.11,All of Jim's Best Pranks  - The Office US,The Office US,24,11-11-17,17:00 to 17:59,Saturday,BR,227162,4836,60,268
BWPrk9PUwQE,17.17.11,iPhone X vs Makeup Transformation (Face ID TEST),dope2111,26,12-11-17,0:00 to 0:59,Sunday,GB,1856410,38114,2049,2768
#NAME?,17.17.11,Coach Taggart Monday Presser Ahead of Arizona,GoDucksdotcom,17,13-11-17,20:00 to 20:59,Monday,IN,704,10,2,5
0tO_l_Ed5Rs,17.17.11,Matthew Santoro - FACTS (Official Music Video) f. Ellevan & Humble the Poet,MatthewSantoro,10,11-11-17,16:00 to 16:59,Saturday,IN,393265,16805,19201,8480
STI2fI7sKMo,17.17.11,WE GOOGLED OURSELVES | Shawn and Andrew,Shawn Johnson East,22,11-11-17,15:00 to 15:59,Saturday,BR,352770,4782,1838,741
ZhSk8mPSWCg,17.17.11,'Lord of the Rings' TV Series Gets Multi-Season Order At Amazon | News Flash | Entertainment Weekly,Entertainment Weekly,24,13-11-17,20:00 to 20:59,Monday,AU,3914,48,3,24
eijd-yjXY9E,17.17.11,Apple iPhone X - One Week Later,Mark Linsangan,28,13-11-17,15:00 to 15:59,Monday,AU,9747,447,14,81
c-3JxzN2u34,17.17.11,Lin-Manuel Miranda's next act: Helping rebuild Puerto Rico,CBS Sunday Morning,25,12-11-17,15:00 to 15:59,Sunday,AU,10541,261,7,19
9t9u_yPEidY,17.17.11,"Jennifer Lopez - Amor, Amor, Amor (Official Video) ft. Wisin",JenniferLopezVEVO,10,10-11-17,15:00 to 15:59,Friday,CA,17679753,248909,21039,13058
DM-ni_LSOFE,17.17.11,"ELDERS REACT TO iPHONE X (Facial Recognition, Animojis)",FBE,24,10-11-17,23:00 to 23:59,Friday,GB,2374251,49509,3038,8545
ujyTQNNjjDU,17.17.11,G-Eazy - The Plan (Official Video),GEazyMusicVEVO,10,10-11-17,5:00 to 5:59,Friday,US,5159763,146732,4515,7048
w0XYVssCKjw,17.17.11,JaVale McGee's Parking Lot Chronicles: Episode 3,Kevin Durant,17,11-11-17,20:00 to 20:59,Saturday,US,194930,6466,139,536
fGTfbMioezc,17.17.11,Marvel's Inhumans,LOFTON SHAW,1,25-10-17,23:00 to 23:59,Wednesday,GB,5318,20,1,3
KODzih-pYlU,17.17.11,BLIND(folded) CAKE DECORATING CONTEST (with Molly Burke) // Grace Helbig,Grace Helbig,22,11-11-17,18:00 to 18:59,Saturday,BR,218186,7773,230,443
8tbQHHso0oY,17.17.11,Bellator 187: Conor McGregor storms the Bellator MMA Cage,BellatorMMA,17,10-11-17,19:00 to 19:59,Friday,AU,1267977,2028,304,1586
6340tX9M_eM,17.17.11,Batman: Gotham by Gaslight - Exclusive Trailer (2018),IGN,24,10-11-17,19:00 to 19:59,Friday,CA,629166,8985,463,1030
Jw1Y-zhQURU,17.17.11,John Lewis Christmas Ad 2017 - #MozTheMonster,John Lewis,26,10-11-17,7:00 to 7:59,Friday,JP,8041928,60434,11437,7545
t4YAyT4ihIQ,17.17.11,Getting My Driver's License | Lele Pons,Lele Pons,23,10-11-17,18:00 to 18:59,Friday,CA,3913682,129182,8991,5531
L_5_slz4ke4,17.17.11,Some NFL players call for an end to Thursday night football after 8 players were injured last week,ABC News,25,12-11-17,20:00 to 20:59,Sunday,IN,11156,86,22,74
9xSx-5tmq44,17.17.11,Daddy's Home 2 - Movie Review,Jeremy Jahns,24,11-11-17,6:00 to 6:59,Saturday,BR,312769,8665,360,966
ObIQ0s02UHg,17.17.11,Jason Derulo - Tip Toe feat. French Montana (Official Lyric Video),Jason Derulo,10,10-11-17,14:00 to 14:59,Friday,CA,2954882,52519,2453,1948
gEHCXl4J9Qo,17.17.11,Taylor Swift - Ã¢â‚¬Å“New YearÃ¢â‚¬â„¢s DayÃ¢â‚¬Â Fan Performance,ABC Television Network,24,10-11-17,2:00 to 2:59,Friday,IN,2720774,76529,1960,3599
lY_0mkYDZDU,17.17.11,Foster The People - Sit Next to Me (Official Video),fosterthepeopleVEVO,10,10-11-17,17:00 to 17:59,Friday,JP,403887,20780,643,1739
k8NxqyGcZA4,17.17.11,Rosie OÃ¢â‚¬â„¢Donnell On Donald TrumpÃ¢â‚¬â„¢s Hostility Toward Her | WWHL,Watch What Happens Live with Andy Cohen,24,10-11-17,12:00 to 12:59,Friday,US,277614,2609,5622,2337
9Th4qTv-4jE,17.17.11,dapulse is now monday.com. And there's a good reason why.,"monday.com, formerly dapulse",28,13-11-17,8:00 to 8:59,Monday,JP,6247,22,0,2
fRj34o4hN4I,17.18.11,"What's new, Atlas?",BostonDynamics,28,16-11-17,21:00 to 21:59,Thursday,GB,6451949,150015,2976,26863
TyHvyGVs42U,17.18.11,"Luis Fonsi, Demi Lovato - Ãƒâ€°chame La Culpa",LuisFonsiVEVO,10,17-11-17,5:00 to 5:59,Friday,AU,18558186,1002549,32178,59945
coOKvrsmQiI,17.18.11,RAMPAGE - OFFICIAL TRAILER 1 [HD],Warner Bros. Pictures,24,16-11-17,21:00 to 21:59,Thursday,GB,7797259,94545,8233,17122
eOQpjvnm4ME,17.18.11,The Bipartisan Pastime Of Harassing Women,The Late Show with Stephen Colbert,24,17-11-17,8:00 to 8:59,Friday,GB,1291361,16081,1368,2877
w8vsuOXZBXc,17.18.11,Paramore: Fake Happy [OFFICIAL VIDEO],Fueled By Ramen,10,17-11-17,15:00 to 15:59,Friday,BR,823285,89055,1565,7649
pOEzjT-SED0,17.18.11,Remy Ma - Wake Me Up ft. Lil' Kim,RemyMaVEVO,10,16-11-17,15:00 to 15:59,Thursday,GB,1593121,61135,10680,16283
5HOijUtExiM,17.18.11,The environmental cost of free two-day shipping,Vox,25,17-11-17,13:00 to 13:59,Friday,GB,366048,14742,1308,1948
asu37n6sEBY,17.18.11,Chris Stapleton - Tryin' To Untangle My Mind (Audio),ChrisStapletonVEVO,10,17-11-17,16:00 to 16:59,Friday,CA,133092,4168,141,266
p8XP7A7kvzM,17.18.11,Spill Your Guts or Fill Your Guts w/ Kim Kardashian,The Late Late Show with James Corden,24,16-11-17,6:00 to 6:59,Thursday,GB,8072982,174944,6413,9529
p9wE8dyzEJE,17.18.11,A Quiet Place (2018) - Official Teaser Trailer - Paramount Pictures,Paramount Pictures,1,16-11-17,14:00 to 14:59,Thursday,JP,3252728,10779,282,1949
ZpS-w6BxN-U,17.18.11,Search Party with Tim McGraw and Faith Hill,The Tonight Show Starring Jimmy Fallon,23,17-11-17,10:00 to 10:59,Friday,IN,178325,1641,83,178
Qf1xyI_iKWA,17.18.11,Why Are Taxes So Complicated? (The Musical?),vlogbrothers,22,17-11-17,18:00 to 18:59,Friday,JP,81759,5896,166,864
6uJf2IT2Zh8,17.18.11,Red Velvet Ã«Â Ë†Ã«â€œÅ“Ã«Â²Â¨Ã«Â²Â³ 'Ã­â€Â¼Ã¬Â¹Â´Ã«Â¶â‚¬ (Peek-A-Boo)' MV,SMTOWN,10,17-11-17,9:00 to 9:59,Friday,US,4340962,396790,11280,41890
i9GSF3ROa58,17.18.11,Green Day - Back In The USA (Official Music Video),Green Day,10,17-11-17,5:00 to 5:59,Friday,CA,646615,68813,1083,5977
8-Cjsnq8kVU,17.18.11,DeadpoolÃ¢â‚¬â„¢s Ã¢â‚¬Å“Wet on WetÃ¢â‚¬Â Teaser,20th Century Fox,1,15-11-17,14:00 to 14:59,Wednesday,CA,8291139,254158,5437,11910
BQ_0QLL2gqI,17.18.11,"Hailee Steinfeld, Alesso - Let Me Go ft. Florida Georgia Line, watt",HaileeSteinfeldVEVO,10,17-11-17,18:00 to 18:59,Friday,CA,751525,77456,566,3164
duRDizP0gHQ,17.18.11,Bob Saget Hiccups Uncontrollably While Eating Spicy Wings | Hot Ones,First We Feast,26,16-11-17,16:00 to 16:59,Thursday,CA,803802,36813,619,5178
qS6LoRYUdhw,17.18.11,What Is The Most Dangerous Drug In The World? ft. In A Nutshell (Kurzgesagt),AsapSCIENCE,28,16-11-17,17:00 to 17:59,Thursday,JP,803168,35094,489,3320
16W7c0mb-rE,17.18.11,Emergence Ã¢â‚¬â€œ How Stupid Things Become Smart Together,Kurzgesagt Ã¢â‚¬â€œ In a Nutshell,27,16-11-17,15:00 to 15:59,Thursday,CA,1654828,109421,992,7924
mNhxFzR25Rs,17.18.11,Lin-Manuel Miranda and Macey Hensley Face Off in Historical Trivia,TheEllenShow,24,17-11-17,14:00 to 14:59,Friday,CA,185707,7018,57,347
0O2IAz1E9Ts,17.18.11,Miranda Sings Hijacks a Stranger's Tinder | Vanity Fair,Vanity Fair,24,16-11-17,17:00 to 17:59,Thursday,IN,582019,17558,1212,933
nRafaCcfrcI,17.18.11,73 Questions With Liza Koshy | Vogue,Vogue,24,16-11-17,13:00 to 13:59,Thursday,AU,4716036,395289,3925,19741
djlaHJCXT4o,17.18.11,Transparent: YAS QUEEN,K Yuen,22,20-06-16,6:00 to 6:59,Monday,JP,33260,181,79,30
8-u5nd2GqNE,17.18.11,The Secret Protocol for When the Queen Dies,Half as Interesting,27,16-11-17,15:00 to 15:59,Thursday,US,544230,17911,483,3045
t1shnJT8NCY,17.18.11,"We Can All Do Better Than Roy Moore | November 15, 2017 Act 1 | Full Frontal on TBS",Full Frontal with Samantha Bee,22,16-11-17,7:00 to 7:59,Thursday,BR,523234,6762,2253,1754
88kkrRv1UgI,17.18.11,What Happens to You if You Upload Your Mind to a Computer?,RealLifeLore,27,17-11-17,16:00 to 16:59,Friday,CA,187278,9402,472,1373
kz3MEd1Jr0Q,17.18.11,Steve Aoki x Lauren Jauregui - All Night (Lyric Video) [Ultra Music],Ultra Music,10,17-11-17,15:00 to 15:59,Friday,CA,248793,29652,327,1371
By6Mi7VlqcU,17.18.11,Eminem speaks on working with Beyonce,Shade 45,22,17-11-17,18:00 to 18:59,Friday,JP,26393,162,74,94
Lxet1zLBTM8,17.18.11,Top 5 OnePlus 5T Features!,Marques Brownlee,28,16-11-17,17:00 to 17:59,Thursday,BR,1666003,61821,1055,6597
dcipHnWcB0w,17.18.11,Kim Kardashian's Surrogate Didn't Know Whose Baby She Was Carrying!,The Real Daytime,24,16-11-17,18:00 to 18:59,Thursday,GB,438484,4629,236,474
6GT7PrIIS5I,17.18.11,Making loaded dice,Matthias Wandel,26,17-11-17,12:00 to 12:59,Friday,BR,123751,3583,283,345
9PhM-zCmTFs,17.18.11,DIY - Simon's Cat  | NEW BLACK & WHITE!,Simon's Cat,15,16-11-17,15:00 to 15:59,Thursday,AU,336907,18768,177,603
2r_nGjgqPE0,17.18.11,"Machine Gun Kelly, X Ambassadors & Bebe Rexha - Home (from Bright: The Album) [Official Audio]",Atlantic Records,10,16-11-17,17:00 to 17:59,Thursday,GB,364124,26993,210,1121
VNqrILFD5h0,17.18.11,MacklemoreÃ¢â‚¬â„¢s Naked Justin Bieber Painting | WWHL,Watch What Happens Live with Andy Cohen,24,17-11-17,12:00 to 12:59,Friday,BR,31816,215,39,62
Pubtjn5QIjg,17.18.11,Doing A Gift Exchange MY WAY! | Lauren Elizabeth,Lauren Elizabeth,26,17-11-17,2:00 to 2:59,Friday,US,50702,2718,145,98
ixxR3ZoqnF0,17.18.11,BTS (Ã«Â°Â©Ã­Æ’â€žÃ¬â€ Å’Ã«â€¦â€žÃ«â€¹Â¨) 'MIC Drop (Steve Aoki Remix)' Official Teaser,ibighit,10,16-11-17,15:00 to 15:59,Thursday,AU,5158539,926887,3814,79570
gk05IMU2RrU,17.18.11,Huge Fall Try-On Haul | Eggie Drop II,clothesencounters,26,17-11-17,18:00 to 18:59,Friday,IN,89852,5269,164,547
TWpt-ze_cYU,17.18.11,"You, but in emojis. (YIAY #375)",jacksfilms,23,15-11-17,20:00 to 20:59,Wednesday,JP,1248432,64410,569,66471
Nz0qoOgyWSQ,17.18.11,"The Talk - Eve Reacts to Nicki Minaj's Racy Magazine Cover, 'I just don't think it's right'",The Talk,24,15-11-17,21:00 to 21:59,Wednesday,JP,336404,1795,751,1495
S_5TyDFx6kc,17.18.11,MTV EMAs FASHION REVIEW w/KRISTEN MCATEE // Grace Helbig,Grace Helbig,22,16-11-17,22:00 to 22:59,Thursday,GB,172877,11271,75,407
pvg2cw5oshg,17.18.11,Luke Bryan - Hooked On It (Audio),LukeBryanVEVO,10,17-11-17,5:00 to 5:59,Friday,CA,57818,3032,76,191
EEIP1YpFXrE,17.18.11,Our First Date,iHasCupquake,20,15-11-17,20:00 to 20:59,Wednesday,GB,686170,32999,654,4597
hpapqEeb36k,17.18.11,Pumpkin Pie - You Suck at Cooking (episode 68),You Suck At Cooking,26,15-11-17,14:00 to 14:59,Wednesday,IN,759465,33415,816,1735
mHaJ8xsWD3s,17.18.11,5 Days Of Wearing DIY Makeup | Try Living With Lucie | Refinery29,Refinery29,26,17-11-17,16:00 to 16:59,Friday,US,53502,1747,87,374
cDDF4pPwEUU,17.18.11,"Jaylen Brown Full Highlights 2017.11.16 vs Warriors - 22 Pts, 7 Rebs, 2 Blks!",FreeDawkins,17,17-11-17,4:00 to 4:59,Friday,CA,20772,361,5,115
FKA-Jy6nuE0,17.18.11,"Tim McGraw, Faith Hill - Cowboy Lullaby (Audio)",TimandFaithVEVO,10,17-11-17,8:00 to 8:59,Friday,BR,18346,544,28,20
U5sCjnezw4o,17.18.11,Jaylen Brown delivers emotional press conference after losing his best friend | Boston Celtics,MassLive,25,17-11-17,4:00 to 4:59,Friday,CA,67433,439,43,169
mZpGOQ7tBKE,17.18.11,Google Pixel Buds review,The Verge,28,16-11-17,13:00 to 13:59,Thursday,GB,291603,6006,353,700
pQXwQVaQmGk,17.18.11,"Tracee Ellis Ross on Cher, Michael Jackson & Diana Ross",Jimmy Kimmel Live,24,17-11-17,10:00 to 10:59,Friday,US,21007,433,11,35
UuCq8mtK8J4,17.18.11,"DJ Snake, Lauv - A Different Way",DJSnakeVEVO,10,16-11-17,5:00 to 5:59,Thursday,BR,1274705,88299,1183,3638
CziCidR4KcY,17.18.11,Mariah Carey - The Star,MariahCareyVEVO,10,16-11-17,11:00 to 11:59,Thursday,JP,360308,23311,969,4191
KhxqJzr6FAE,17.18.11,TODRICK RETURNS TO BROADWAY,todrickhall,24,16-11-17,17:00 to 17:59,Thursday,CA,44284,5183,25,422
PHWAZNkqwN4,17.18.11,bjÃƒÂ¶rk: blissing me,BjÃƒÂ¶rk,10,16-11-17,10:00 to 10:59,Thursday,US,176380,12369,367,1285
tG4Fbj1B1bY,17.18.11,A Christmas Prince | Official Trailer [HD] | Netflix,Netflix,24,17-11-17,0:00 to 0:59,Friday,AU,47358,1358,179,145
DhwwTxTh5To,17.18.11,Is the Surface Book 2 a MacBook Pro Killer?,Austin Evans,28,16-11-17,14:00 to 14:59,Thursday,JP,372468,13355,803,2119
TsYGNNPQ3ZU,17.18.11,KEEP ME COMING by SUPERFRUIT,SUPERFRUIT,24,17-11-17,17:00 to 17:59,Friday,AU,82266,11788,93,1309
GIn4CeZq7Nw,17.18.11,Justice League: The B Team,Funny Or Die,23,17-11-17,15:00 to 15:59,Friday,BR,9445,381,22,35
5UL5wZJPLEg,17.18.11,"Maryse goes overboard prepping for Carmella and Big Cass' arrival: Total Divas, Nov. 15, 2017",WWE,17,16-11-17,3:00 to 3:59,Thursday,US,379172,5794,244,360
szs2GAYwMHo,17.18.11,KUWTK | A Very Kardashian Holiday Sneak Peek | E!,E! Entertainment,24,16-11-17,15:00 to 15:59,Thursday,BR,304954,2981,70,126
l3xmc0pzzJI,17.18.11,I Tried Period Yoga Pants,Safiya Nygaard,22,15-11-17,23:00 to 23:59,Wednesday,JP,1448352,76717,1017,4539
svZScJMh4Pg,17.18.11,Dua Lipa - Golden Slumbers,Dua Lipa,10,16-11-17,17:00 to 17:59,Thursday,CA,441164,36355,560,2482
AJkOHavUH_A,17.18.11,4 Reasons I Don't Like Thanksgiving || Mayim Bialik,Mayim Bialik,1,16-11-17,16:00 to 16:59,Thursday,GB,46197,3794,254,889
FHl0nIdbiLA,17.18.11,The Problem with Lab Mice,CollegeHumor,23,15-11-17,18:00 to 18:59,Wednesday,IN,756962,22854,2983,2902
0gwkMY-mzUQ,17.18.11,Demi Lovato & Luis Fonsi - Echame La Culpa (Teaser),Demi Lovato,24,15-11-17,20:00 to 20:59,Wednesday,US,625607,34952,705,1766
MMGrzOu1amQ,17.18.11,HOLO CAPPUCCINO | DIY Diamond Cappuccino test (maybe don't drink this?),Simply Nailogical,24,15-11-17,23:00 to 23:59,Wednesday,CA,2003729,93297,986,15120
8KT1UCsOE74,17.18.11,Justice League - Movie Review,Chris Stuckmann,24,15-11-17,9:00 to 9:59,Wednesday,AU,914063,31150,1471,9449
cmoknv58jjE,17.18.11,FLIPPING OVER SUPERCAR! *GONE VERY WRONG*,Tanner Braungardt,22,14-11-17,21:00 to 21:59,Tuesday,CA,2242229,63341,8314,9293
Y2-JjnW3w2g,17.18.11,"Who Matt Reeves Wants As Batman, Is Basmati Blues Culturally Insensitive? The John Campe Show",John Campea,24,16-11-17,16:00 to 16:59,Thursday,JP,50899,1520,120,864
RrhSJzM8NLE,17.18.11,alt-J - Pleader (Official Video),alt-J,10,15-11-17,13:00 to 13:59,Wednesday,CA,384420,12145,504,787
mjBIsBPG1N8,17.18.11,Every Snack I'm Packing for the Victoria's Secret Fashion Show | Karlie Kloss,Klossy,22,16-11-17,15:00 to 15:59,Thursday,JP,127535,5146,125,275
9pbCuFxRuqs,17.18.11,The truth about the Apple iPhone X - Review!,Jonathan Morrison,28,16-11-17,2:00 to 2:59,Thursday,US,578964,22898,1192,3391
Mn-3c6of8t8,17.18.11,How to be an Aquarius,Sailor J,24,15-11-17,13:00 to 13:59,Wednesday,IN,112967,5896,524,1066
jG1JY0rt2Os,17.18.11,Fall Out Boy - HOLD ME TIGHT OR DONÃ¢â‚¬â„¢T,FallOutBoyVEVO,10,15-11-17,5:00 to 5:59,Wednesday,CA,2312628,148859,3720,13940
cxMvzK2OQTw,17.18.11,Cards Against Humanity Saves America,Cards Against Humanity,23,14-11-17,16:00 to 16:59,Tuesday,US,1285629,24686,8404,6778
kOCkne-Bku4,17.18.11,Lauv - Paris in the Rain [Official Video],Lauv,10,17-11-17,5:00 to 5:59,Friday,JP,178887,19838,83,1055
hXcoq5XDwyA,17.18.11,Playing CUPHEAD with MatPat!,Butch Hartman,20,15-11-17,22:00 to 22:59,Wednesday,JP,63841,4226,114,481
dUMH6DVYskc,17.18.11,Ten-Year-Old's Face Unlocks Face ID on His Mom's iPhone X,Attaullah Malik,28,14-11-17,12:00 to 12:59,Tuesday,US,1985134,11176,5614,3627
UwdLlnPaRAU,17.18.11,Tony Hawk Answers Skateboarding Questions From Twitter | Tech Support | WIRED,WIRED,17,15-11-17,17:00 to 17:59,Wednesday,JP,525327,16698,188,1212
YvfYK0EEhK4,17.18.11,Brent Pella - Why You Shouldn't Fly on Spirit Airlines,Brent Pella,23,14-11-17,15:00 to 15:59,Tuesday,US,1406451,37209,2146,1782
xL_qpDkF5A8,17.18.11,American Crime Story Season 2: The Assassination of Gianni Versace Trailer (HD),TV Promos,24,15-11-17,1:00 to 1:59,Wednesday,JP,408821,3912,152,466
k1cA-Wh3Tc0,17.18.11,Peephole Reverser? | 9 Pointless Tech Gadgets!,Matthias,28,15-11-17,0:00 to 0:59,Wednesday,BR,799694,19416,860,6617
bAkEd8r7Nnw,17.18.11,Slow Mo Katana Sword - 4K - The Slow Mo Guys,The Slow Mo Guys,24,14-11-17,18:00 to 18:59,Tuesday,GB,3447230,100566,1959,6954
OlJykKOuank,17.18.11,How to Make Mini Nutella Pies! | Cupcake Jemma,CupcakeJemma,26,16-11-17,18:00 to 18:59,Thursday,BR,64813,3479,29,91
YjBB89qsupM,17.18.11,Diplo - Get It Right (Feat. MÃƒËœ) (Official Lyric Video),Major Lazer,10,15-11-17,18:00 to 18:59,Wednesday,AU,485602,32167,468,1004
Mmkf4zYlW4E,17.18.11,Runners Music Video | Wong Fu Presents,Wong Fu Productions,24,16-11-17,0:00 to 0:59,Thursday,CA,92342,4797,74,373
K6xwB8Kkce0,17.18.11,Harry Styles - Kiwi (live in studio),HarryStylesVEVO,10,17-11-17,13:00 to 13:59,Friday,CA,595598,136072,333,6292
ItYOdWRo0JY,17.18.11,Selling My iPhone X To a Machine at Walmart,TechSmartt,28,14-11-17,0:00 to 0:59,Tuesday,BR,3631775,43038,44500,12476
5530I_pYjbo,17.18.11,How I Trained My Cats,JunsKitchen,26,14-11-17,12:00 to 12:59,Tuesday,CA,2286953,156920,915,8454
C4YNcqNF4hg,17.18.11,Joe Keery Talks About His Famous Hair,Late Night with Seth Meyers,23,15-11-17,12:00 to 12:59,Wednesday,US,386174,6074,138,304
i9EyFghIt5o,17.18.11,How Climate Scientists Predict the Future,SciShow,27,15-11-17,22:00 to 22:59,Wednesday,CA,128804,5369,336,1179
ve3oQBjcAGI,17.18.11,Everything Wrong With Wonder Woman In 14 Minutes Or Less,CinemaSins,1,14-11-17,17:00 to 17:59,Tuesday,IN,1836995,48570,2523,10096
mcqWcLDUeag,17.18.11,Kim Kardashian Explains Her Family's Rumor Control Rule,Movie Munchies,24,15-11-17,10:00 to 10:59,Wednesday,JP,125604,387,194,88
9SK1I0V6U5c,17.18.11,Lie Detector | Anwar Jibawi,Anwar Jibawi,23,14-11-17,18:00 to 18:59,Tuesday,BR,2002223,95909,1080,5624
L9eFkmjIIWA,17.18.11,The Romantic Lure of Moonlight,It's Okay To Be Smart,27,15-11-17,16:00 to 16:59,Wednesday,BR,84488,4493,48,291
uN9zBcweN4M,17.18.11,NBA Countdown debates if Ben Simmons is the best all-around rookie ever | NBA Countdown | ESPN,ESPN,17,16-11-17,3:00 to 3:59,Thursday,AU,120991,1060,42,377
eQVhAN7-IAw,17.18.11,The Making of a Song: Ã¢â‚¬Å“DelicateÃ¢â‚¬Â Ã¢â‚¬â€œ watch more on Taylor Swift NOW,Taylor Swift,10,15-11-17,3:00 to 3:59,Wednesday,BR,674220,40478,613,2430
rRsstfoKQeo,17.18.11,Roomba Rodeo,RM Videos,23,14-11-17,16:00 to 16:59,Tuesday,GB,61066,68,3,7
AJ2xkh-6tL4,17.18.11,UCLA men's basketball players discuss arrests in China,ABC News,25,15-11-17,19:00 to 19:59,Wednesday,BR,25521,393,83,409
#NAME?,17.18.11,24 Facts about Koalas - mental_floss List Show Ep. 522,Mental Floss,27,15-11-17,16:00 to 16:59,Wednesday,CA,33164,1253,15,134
pcWKpGzhgq4,17.18.11,Jason Momoa Shows Off His Aquaman Quindent | The Graham Norton Show,The Graham Norton Show,24,14-11-17,12:00 to 12:59,Tuesday,CA,694375,8462,177,458
PGWBA_OzCE4,17.18.11,Deadpool 2 Teaser Released - Movie Talk,ColliderVideos,24,15-11-17,18:00 to 18:59,Wednesday,BR,62257,2060,89,538
CtBca6H6Teg,17.18.11,Honest Trailers - Batman Forever,Screen Junkies,1,14-11-17,18:00 to 18:59,Tuesday,JP,1408656,34417,506,3703
Gnxv9OH-giQ,17.18.11,Ranz and Niana Goes To LA (Carpool Around),Ranz Kyle,22,16-11-17,13:00 to 13:59,Thursday,BR,331642,21739,190,1628
qDAxDcjgn-8,17.18.11,Taylor Swift - Reputation ALBUM REVIEW,theneedledrop,10,14-11-17,23:00 to 23:59,Tuesday,GB,274155,10765,750,2560
qqs3fxfmWr4,17.18.11,How Pencils Are Made,INSIDER,28,15-11-17,22:00 to 22:59,Wednesday,IN,210266,3759,107,270
4ftGS_6i7mM,17.18.11,Bill Belichick Addresses the Midshipmen | A SEASON WITH NAVY FOOTBALL | SHOWTIME,SHOWTIME Sports,17,15-11-17,16:00 to 16:59,Wednesday,BR,30873,119,16,40
g0K5QoEj7FQ,17.18.11,Does Gwen Stefani Know If Blake Shelton Is People's Sexiest Man Alive? | Access Hollywood,Access Hollywood,24,14-11-17,22:00 to 22:59,Tuesday,GB,54256,208,149,122
9WT7NU3Rwr0,17.18.11,"Ben Simmons | Highlights vs Lakers (10.15.17) 18 Pts, 10 Asts, 9 Rebs, 5 Stl, 1 Blk",Philadelphia 76ers,17,16-11-17,6:00 to 6:59,Thursday,AU,14190,89,5,36
Qj7DVNDb7To,17.18.11,Weird Things YOU DID As A Child (DON'T DENY),Jessii Vee,23,15-11-17,22:00 to 22:59,Wednesday,JP,92106,5791,67,3664
vZzIS17HexE,17.18.11,Taylor Swift Instagram Story - Target 11/14/17,reputationswift,24,15-11-17,3:00 to 3:59,Wednesday,US,40326,383,113,64
upEIZAihcwo,17.18.11,Devin Booker has words with Lakers assistant Jesse Mermuys,NBA Highlights Ã‚Â· YouTube,17,15-11-17,17:00 to 17:59,Wednesday,US,20292,10,102,17
p2EY93WfBQk,17.18.11,Is the Morphe 3502 Palette Worth the Hype? | Jackie Aina,Jackie Aina,26,14-11-17,21:00 to 21:59,Tuesday,BR,340649,26383,557,2167
9kF9xY74h-E,17.18.11,Spilling Tea About Each Other!!,Dolan Twins,23,14-11-17,21:00 to 21:59,Tuesday,BR,1443934,163475,709,9111
77McSTzTgg8,17.18.11,President Donald Trump Makes Statement From White House On Asia Trip (Full) | NBC News,NBC News,25,15-11-17,21:00 to 21:59,Wednesday,JP,38528,283,218,0
L3br0klRqF4,17.18.11,Watch live: Sessions testifies to the House Judiciary Committee,Washington Post,25,14-11-17,21:00 to 21:59,Tuesday,CA,161057,686,338,541
